"Year","GEO","Character","Sex","Age","VALUE"
2001,"Alberta","Employment","Females","15 to 24 years",135.6
2001,"Alberta","Employment","Females","25 to 54 years",533.1
2001,"Alberta","Employment","Females","55 years and over",68.3
2001,"Alberta","Full-time employment","Both sexes","15 years and over",1335.2
2001,"Alberta","Full-time employment","Both sexes","15 to 24 years",181
2001,"Alberta","Full-time employment","Both sexes","25 to 54 years",1019.2
2001,"Alberta","Full-time employment","Both sexes","55 years and over",135
2001,"Alberta","Full-time employment","Males","15 years and over",805
2001,"Alberta","Full-time employment","Males","15 to 24 years",105.6
2001,"Alberta","Full-time employment","Males","25 to 54 years",610.8
2001,"Alberta","Full-time employment","Males","55 years and over",88.6
2001,"Alberta","Full-time employment","Females","15 years and over",530.2
2001,"Alberta","Full-time employment","Females","15 to 24 years",75.4
2001,"Alberta","Full-time employment","Females","25 to 54 years",408.4
2001,"Alberta","Full-time employment","Females","55 years and over",46.4
2001,"Alberta","Part-time employment","Both sexes","15 years and over",292.2
2001,"Alberta","Part-time employment","Both sexes","15 to 24 years",104.4
2001,"Alberta","Part-time employment","Both sexes","25 to 54 years",150.2
2001,"Alberta","Part-time employment","Both sexes","55 years and over",37.6
2001,"Alberta","Part-time employment","Males","15 years and over",85.5
2001,"Alberta","Part-time employment","Males","15 to 24 years",44.3
2001,"Alberta","Part-time employment","Males","25 to 54 years",25.5
2001,"Alberta","Part-time employment","Males","55 years and over",15.7
2001,"Alberta","Part-time employment","Females","15 years and over",206.7
2001,"Alberta","Part-time employment","Females","15 to 24 years",60.1
2001,"Alberta","Part-time employment","Females","25 to 54 years",124.7
2001,"Alberta","Part-time employment","Females","55 years and over",21.9
2001,"Alberta","Unemployment","Both sexes","15 years and over",80
2001,"Alberta","Unemployment","Both sexes","15 to 24 years",29.1
2001,"Alberta","Unemployment","Both sexes","25 to 54 years",46.5
2001,"Alberta","Unemployment","Both sexes","55 years and over",4.4
2001,"Alberta","Unemployment","Males","15 years and over",45.1
2001,"Alberta","Unemployment","Males","15 to 24 years",17.6
2001,"Alberta","Unemployment","Males","25 to 54 years",25
2001,"Alberta","Unemployment","Males","55 years and over",2.5
2001,"Alberta","Unemployment","Females","15 years and over",35
2001,"Alberta","Unemployment","Females","15 to 24 years",11.6
2001,"Alberta","Unemployment","Females","25 to 54 years",21.5
2001,"Alberta","Unemployment","Females","55 years and over",1.9
2001,"Alberta","Unemployment rate","Both sexes","15 years and over",4.7
2001,"Alberta","Unemployment rate","Both sexes","15 to 24 years",9.2
2001,"Alberta","Unemployment rate","Both sexes","25 to 54 years",3.8
2001,"Alberta","Unemployment rate","Both sexes","55 years and over",2.5
2001,"Alberta","Unemployment rate","Males","15 years and over",4.8
2001,"Alberta","Unemployment rate","Males","15 to 24 years",10.5
2001,"Alberta","Unemployment rate","Males","25 to 54 years",3.8
2001,"Alberta","Unemployment rate","Males","55 years and over",2.3
2001,"Alberta","Unemployment rate","Females","15 years and over",4.5
2001,"Alberta","Unemployment rate","Females","15 to 24 years",7.9
2001,"Alberta","Unemployment rate","Females","25 to 54 years",3.9
2001,"Alberta","Unemployment rate","Females","55 years and over",2.7
2001,"British Columbia","Labour force","Both sexes","15 years and over",2081.6
2001,"British Columbia","Labour force","Both sexes","15 to 24 years",323.5
2001,"British Columbia","Labour force","Both sexes","25 to 54 years",1529
2001,"British Columbia","Labour force","Both sexes","55 years and over",229.1
2001,"British Columbia","Labour force","Males","15 years and over",1114.5
2001,"British Columbia","Labour force","Males","15 to 24 years",167.6
2001,"British Columbia","Labour force","Males","25 to 54 years",813.9
2001,"British Columbia","Labour force","Males","55 years and over",133.1
2001,"British Columbia","Labour force","Females","15 years and over",967.1
2001,"British Columbia","Labour force","Females","15 to 24 years",155.9
2001,"British Columbia","Labour force","Females","25 to 54 years",715.1
2001,"British Columbia","Labour force","Females","55 years and over",96
2001,"British Columbia","Employment","Both sexes","15 years and over",1920.9
2001,"British Columbia","Employment","Both sexes","15 to 24 years",278.2
2001,"British Columbia","Employment","Both sexes","25 to 54 years",1426.8
2001,"British Columbia","Employment","Both sexes","55 years and over",215.9
2001,"British Columbia","Employment","Males","15 years and over",1019.2
2001,"British Columbia","Employment","Males","15 to 24 years",140.4
2001,"British Columbia","Employment","Males","25 to 54 years",754.8
2001,"British Columbia","Employment","Males","55 years and over",124
2001,"British Columbia","Employment","Females","15 years and over",901.7
2001,"British Columbia","Employment","Females","15 to 24 years",137.8
2001,"British Columbia","Employment","Females","25 to 54 years",672
2001,"British Columbia","Employment","Females","55 years and over",91.9
2001,"British Columbia","Full-time employment","Both sexes","15 years and over",1516.9
2001,"British Columbia","Full-time employment","Both sexes","15 to 24 years",148.9
2001,"British Columbia","Full-time employment","Both sexes","25 to 54 years",1198.2
2001,"British Columbia","Full-time employment","Both sexes","55 years and over",169.9
2001,"British Columbia","Full-time employment","Males","15 years and over",896.1
2001,"British Columbia","Full-time employment","Males","15 to 24 years",85.4
2001,"British Columbia","Full-time employment","Males","25 to 54 years",705
2001,"British Columbia","Full-time employment","Males","55 years and over",105.7
2001,"British Columbia","Full-time employment","Females","15 years and over",620.8
2001,"British Columbia","Full-time employment","Females","15 to 24 years",63.5
2001,"British Columbia","Full-time employment","Females","25 to 54 years",493.2
2001,"British Columbia","Full-time employment","Females","55 years and over",64.2
2001,"British Columbia","Part-time employment","Both sexes","15 years and over",404
2001,"British Columbia","Part-time employment","Both sexes","15 to 24 years",129.4
2001,"British Columbia","Part-time employment","Both sexes","25 to 54 years",228.6
2001,"British Columbia","Part-time employment","Both sexes","55 years and over",46.1
2001,"British Columbia","Part-time employment","Males","15 years and over",123.1
2001,"British Columbia","Part-time employment","Males","15 to 24 years",55
2001,"British Columbia","Part-time employment","Males","25 to 54 years",49.8
2001,"British Columbia","Part-time employment","Males","55 years and over",18.3
2001,"British Columbia","Part-time employment","Females","15 years and over",280.9
2001,"British Columbia","Part-time employment","Females","15 to 24 years",74.4
2001,"British Columbia","Part-time employment","Females","25 to 54 years",178.8
2001,"British Columbia","Part-time employment","Females","55 years and over",27.8
2001,"British Columbia","Unemployment","Both sexes","15 years and over",160.7
2001,"British Columbia","Unemployment","Both sexes","15 to 24 years",45.3
2001,"British Columbia","Unemployment","Both sexes","25 to 54 years",102.2
2001,"British Columbia","Unemployment","Both sexes","55 years and over",13.2
2001,"British Columbia","Unemployment","Males","15 years and over",95.3
2001,"British Columbia","Unemployment","Males","15 to 24 years",27.2
2001,"British Columbia","Unemployment","Males","25 to 54 years",59.1
2001,"British Columbia","Unemployment","Males","55 years and over",9.1
2001,"British Columbia","Unemployment","Females","15 years and over",65.4
2001,"British Columbia","Unemployment","Females","15 to 24 years",18.1
2001,"British Columbia","Unemployment","Females","25 to 54 years",43.2
2001,"British Columbia","Unemployment","Females","55 years and over",4.1
2001,"British Columbia","Unemployment rate","Both sexes","15 years and over",7.7
2001,"British Columbia","Unemployment rate","Both sexes","15 to 24 years",14
2001,"British Columbia","Unemployment rate","Both sexes","25 to 54 years",6.7
2001,"British Columbia","Unemployment rate","Both sexes","55 years and over",5.8
2001,"British Columbia","Unemployment rate","Males","15 years and over",8.6
2001,"British Columbia","Unemployment rate","Males","15 to 24 years",16.2
2001,"British Columbia","Unemployment rate","Males","25 to 54 years",7.3
2001,"British Columbia","Unemployment rate","Males","55 years and over",6.8
2001,"British Columbia","Unemployment rate","Females","15 years and over",6.8
2001,"British Columbia","Unemployment rate","Females","15 to 24 years",11.6
2001,"British Columbia","Unemployment rate","Females","25 to 54 years",6
2001,"British Columbia","Unemployment rate","Females","55 years and over",4.3
2002,"Canada","Labour force","Both sexes","15 years and over",16560.7
2002,"Canada","Labour force","Both sexes","15 to 24 years",2768.4
2002,"Canada","Labour force","Both sexes","25 to 54 years",11921.8
2002,"Canada","Labour force","Both sexes","55 years and over",1870.4
2002,"Canada","Labour force","Males","15 years and over",8897.1
2002,"Canada","Labour force","Males","15 to 24 years",1440.3
2002,"Canada","Labour force","Males","25 to 54 years",6341.1
2002,"Canada","Labour force","Males","55 years and over",1115.8
2002,"Canada","Labour force","Females","15 years and over",7663.6
2002,"Canada","Labour force","Females","15 to 24 years",1328.2
2002,"Canada","Labour force","Females","25 to 54 years",5580.7
2002,"Canada","Labour force","Females","55 years and over",754.6
2002,"Canada","Employment","Both sexes","15 years and over",15291.3
2002,"Canada","Employment","Both sexes","15 to 24 years",2391.2
2002,"Canada","Employment","Both sexes","25 to 54 years",11139.1
2002,"Canada","Employment","Both sexes","55 years and over",1761
2002,"Canada","Employment","Males","15 years and over",8173.8
2002,"Canada","Employment","Males","15 to 24 years",1218.6
2002,"Canada","Employment","Males","25 to 54 years",5906.9
2002,"Canada","Employment","Males","55 years and over",1048.2
2002,"Canada","Employment","Females","15 years and over",7117.5
2002,"Canada","Employment","Females","15 to 24 years",1172.6
2002,"Canada","Employment","Females","25 to 54 years",5232.2
2002,"Canada","Employment","Females","55 years and over",712.8
2002,"Canada","Full-time employment","Both sexes","15 years and over",12422.8
2002,"Canada","Full-time employment","Both sexes","15 to 24 years",1316.8
2002,"Canada","Full-time employment","Both sexes","25 to 54 years",9743.7
2002,"Canada","Full-time employment","Both sexes","55 years and over",1362.4
2002,"Canada","Full-time employment","Males","15 years and over",7277.9
2002,"Canada","Full-time employment","Males","15 to 24 years",759.2
2002,"Canada","Full-time employment","Males","25 to 54 years",5624.6
2002,"Canada","Full-time employment","Males","55 years and over",894.1
2002,"Canada","Full-time employment","Females","15 years and over",5144.9
2002,"Canada","Full-time employment","Females","15 to 24 years",557.5
2002,"Canada","Full-time employment","Females","25 to 54 years",4119.1
2002,"Canada","Full-time employment","Females","55 years and over",468.3
2002,"Canada","Part-time employment","Both sexes","15 years and over",2868.5
2002,"Canada","Part-time employment","Both sexes","15 to 24 years",1074.5
2002,"Canada","Part-time employment","Both sexes","25 to 54 years",1395.4
2002,"Canada","Part-time employment","Both sexes","55 years and over",398.6
2002,"Canada","Part-time employment","Males","15 years and over",895.9
2002,"Canada","Part-time employment","Males","15 to 24 years",459.4
2002,"Canada","Part-time employment","Males","25 to 54 years",282.4
2002,"Canada","Part-time employment","Males","55 years and over",154.2
2002,"Canada","Part-time employment","Females","15 years and over",1972.6
2002,"Canada","Part-time employment","Females","15 to 24 years",615.1
2002,"Canada","Part-time employment","Females","25 to 54 years",1113
2002,"Canada","Part-time employment","Females","55 years and over",244.5
2002,"Canada","Unemployment","Both sexes","15 years and over",1269.3
2002,"Canada","Unemployment","Both sexes","15 to 24 years",377.2
2002,"Canada","Unemployment","Both sexes","25 to 54 years",782.7
2002,"Canada","Unemployment","Both sexes","55 years and over",109.4
2002,"Canada","Unemployment","Males","15 years and over",723.3
2002,"Canada","Unemployment","Males","15 to 24 years",221.6
2002,"Canada","Unemployment","Males","25 to 54 years",434.1
2002,"Canada","Unemployment","Males","55 years and over",67.5
2002,"Canada","Unemployment","Females","15 years and over",546
2002,"Canada","Unemployment","Females","15 to 24 years",155.6
2002,"Canada","Unemployment","Females","25 to 54 years",348.6
2002,"Canada","Unemployment","Females","55 years and over",41.9
2002,"Canada","Unemployment rate","Both sexes","15 years and over",7.7
2002,"Canada","Unemployment rate","Both sexes","15 to 24 years",13.6
2002,"Canada","Unemployment rate","Both sexes","25 to 54 years",6.6
2002,"Canada","Unemployment rate","Both sexes","55 years and over",5.8
2002,"Canada","Unemployment rate","Males","15 years and over",8.1
2002,"Canada","Unemployment rate","Males","15 to 24 years",15.4
2002,"Canada","Unemployment rate","Males","25 to 54 years",6.8
2002,"Canada","Unemployment rate","Males","55 years and over",6
2002,"Canada","Unemployment rate","Females","15 years and over",7.1
2002,"Canada","Unemployment rate","Females","15 to 24 years",11.7
2002,"Canada","Unemployment rate","Females","25 to 54 years",6.2
2002,"Canada","Unemployment rate","Females","55 years and over",5.6
2002,"Newfoundland and Labrador","Labour force","Both sexes","15 years and over",247.9
2002,"Newfoundland and Labrador","Labour force","Both sexes","15 to 24 years",38.7
2002,"Newfoundland and Labrador","Labour force","Both sexes","25 to 54 years",185.4
2002,"Newfoundland and Labrador","Labour force","Both sexes","55 years and over",23.8
