"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",780
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23643
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",546
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",480
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6274
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",316
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",555
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",60
1976,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",14568
1976,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",11360
1976,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",13884
1976,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",1604
1976,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",220
1976,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",5504
1976,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",936
1976,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",168
1976,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",1404
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",88
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",140
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",16
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",22
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-1.28
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-0.109
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",1.894
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.148
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.139
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",0.761
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.502
