"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
1989,"New Brunswick","Current prices","Non-residential structures","Dollars","millions",539,13484,4
1989,"New Brunswick","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",1524,13484,11.3
1989,"New Brunswick","Current prices","Residential structures","Dollars","millions",693,13484,5.1
1989,"Newfoundland and Labrador","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",2511,19044,13.2
1989,"Newfoundland and Labrador","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",6122,19044,32.1
1989,"Newfoundland and Labrador","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",19044,19044,100
1989,"Newfoundland and Labrador","Chained (2017) dollars","Intellectual property products","Dollars","millions",148,19044,0.8
1989,"Newfoundland and Labrador","Chained (2017) dollars","Machinery and equipment","Dollars","millions",454,19044,2.4
1989,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1344,19044,7.1
1989,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures","Dollars","millions",676,19044,3.5
1989,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",1196,19044,6.3
1989,"Newfoundland and Labrador","Chained (2017) dollars","Residential structures","Dollars","millions",1288,19044,6.8
1989,"Newfoundland and Labrador","Current prices","Business gross fixed capital formation","Dollars","millions",1666,9079,18.4
1989,"Newfoundland and Labrador","Current prices","General governments final consumption expenditure","Dollars","millions",3078,9079,33.9
1989,"Newfoundland and Labrador","Current prices","Gross domestic product at market prices","Dollars","millions",9079,9079,100
1989,"Newfoundland and Labrador","Current prices","Intellectual property products","Dollars","millions",102,9079,1.1
1989,"Newfoundland and Labrador","Current prices","Machinery and equipment","Dollars","millions",565,9079,6.2
1989,"Newfoundland and Labrador","Current prices","Non-residential Investment","Dollars","millions",1059,9079,11.6
1989,"Newfoundland and Labrador","Current prices","Non-residential structures","Dollars","millions",392,9079,4.3
1989,"Newfoundland and Labrador","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",957,9079,10.5
1989,"Newfoundland and Labrador","Current prices","Residential structures","Dollars","millions",607,9079,6.7
1989,"Northwest Territories","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Intellectual property products","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Non-residential Investment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Chained (2017) dollars","Residential structures","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Intellectual property products","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Non-residential Investment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Non-residential structures","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Northwest Territories","Current prices","Residential structures","Dollars","millions",NA,NA,NA
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",1314,3628,36.2
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",2601,3628,71.7
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",3628,3628,100
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",391,3628,10.8
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",139,3628,3.8
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",1126,3628,31.1
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",562,3628,15.5
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",735,3628,20.3
1989,"Northwest Territories including Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",196,3628,5.4
1989,"Northwest Territories including Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",806,2188,36.8
1989,"Northwest Territories including Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",1182,2188,54
1989,"Northwest Territories including Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",2188,2188,100
1989,"Northwest Territories including Nunavut","Current prices","Intellectual property products","Dollars","millions",218,2188,10
1989,"Northwest Territories including Nunavut","Current prices","Machinery and equipment","Dollars","millions",180,2188,8.2
1989,"Northwest Territories including Nunavut","Current prices","Non-residential Investment","Dollars","millions",724,2188,33.1
1989,"Northwest Territories including Nunavut","Current prices","Non-residential structures","Dollars","millions",326,2188,14.9
1989,"Northwest Territories including Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",506,2188,23.1
1989,"Northwest Territories including Nunavut","Current prices","Residential structures","Dollars","millions",82,2188,3.7
1989,"Nova Scotia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",3933,29614,13.3
1989,"Nova Scotia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",12249,29614,41.4
1989,"Nova Scotia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",29614,29614,100
1989,"Nova Scotia","Chained (2017) dollars","Intellectual property products","Dollars","millions",142,29614,0.5
1989,"Nova Scotia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",913,29614,3.1
1989,"Nova Scotia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",2299,29614,7.8
1989,"Nova Scotia","Chained (2017) dollars","Non-residential structures","Dollars","millions",1362,29614,4.6
1989,"Nova Scotia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2157,29614,7.3
1989,"Nova Scotia","Chained (2017) dollars","Residential structures","Dollars","millions",1596,29614,5.4
1989,"Nova Scotia","Current prices","Business gross fixed capital formation","Dollars","millions",2841,17082,16.6
1989,"Nova Scotia","Current prices","General governments final consumption expenditure","Dollars","millions",5802,17082,34
1989,"Nova Scotia","Current prices","Gross domestic product at market prices","Dollars","millions",17082,17082,100
1989,"Nova Scotia","Current prices","Intellectual property products","Dollars","millions",115,17082,0.7
1989,"Nova Scotia","Current prices","Machinery and equipment","Dollars","millions",1169,17082,6.8
1989,"Nova Scotia","Current prices","Non-residential Investment","Dollars","millions",2022,17082,11.9
1989,"Nova Scotia","Current prices","Non-residential structures","Dollars","millions",738,17082,4.3
1989,"Nova Scotia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",1907,17082,11.2
1989,"Nova Scotia","Current prices","Residential structures","Dollars","millions",819,17082,4.8
1989,"Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","Intellectual property products","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","Machinery and equipment","Dollars","millions",NA,NA,NA
1989,"Nunavut","Current prices","Non-residential Investment","Dollars","millions",NA,NA,NA
