"Year","GEO","Tenure","Statistics","UOM","VALUE"
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of households","Number",106
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, number of households","Number",803
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Percentage of households in core housing need","Percent",7.7
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of households","Percent",3.1
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of households","Percent",17.8
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Number of persons in core housing need","Number",400
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, number of persons","Number",106
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, number of persons","Number",803
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Percentage of persons in core housing need","Percent",3.5
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","Low 95% confidence interval, percentage of persons","Percent",1.4
2018,"Small population centres, Prince Edward Island","Owner who is not a first-time homebuyer","High 95% confidence interval, percentage of persons","Percent",8.6
2018,"Small population centres, Prince Edward Island","Renter","Number of households in core housing need","Number",300
2018,"Small population centres, Prince Edward Island","Renter","Low 95% confidence interval, number of households","Number",201
2018,"Small population centres, Prince Edward Island","Renter","High 95% confidence interval, number of households","Number",441
2018,"Small population centres, Prince Edward Island","Renter","Percentage of households in core housing need","Percent",8.6
2018,"Small population centres, Prince Edward Island","Renter","Low 95% confidence interval, percentage of households","Percent",5.8
2018,"Small population centres, Prince Edward Island","Renter","High 95% confidence interval, percentage of households","Percent",12.6
2018,"Small population centres, Prince Edward Island","Renter","Number of persons in core housing need","Number",300
2018,"Small population centres, Prince Edward Island","Renter","Low 95% confidence interval, number of persons","Number",140
2018,"Small population centres, Prince Edward Island","Renter","High 95% confidence interval, number of persons","Number",540
2018,"Small population centres, Prince Edward Island","Renter","Percentage of persons in core housing need","Percent",6.7
2018,"Small population centres, Prince Edward Island","Renter","Low 95% confidence interval, percentage of persons","Percent",4.1
2018,"Small population centres, Prince Edward Island","Renter","High 95% confidence interval, percentage of persons","Percent",10.9
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Number of households in core housing need","Number",200
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, number of households","Number",117
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, number of households","Number",327
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Percentage of households in core housing need","Percent",7.1
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",4.1
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, percentage of households","Percent",11.8
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Number of persons in core housing need","Number",300
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, number of persons","Number",158
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, number of persons","Number",550
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Percentage of persons in core housing need","Percent",5.7
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","Low 95% confidence interval, percentage of persons","Percent",3
2018,"Small population centres, Prince Edward Island","Renter not in social and affordable housing","High 95% confidence interval, percentage of persons","Percent",10.6
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Number of households in core housing need","Number",100
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, number of households","Number",50
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","High 95% confidence interval, number of households","Number",150
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Percentage of households in core housing need","Percent",15.1
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, percentage of households","Percent",9
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","High 95% confidence interval, percentage of households","Percent",24
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Number of persons in core housing need","Number",200
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","Low 95% confidence interval, number of persons","Number",150
2018,"Small population centres, Prince Edward Island","Renter in social and affordable housing","High 95% confidence interval, number of persons","Number",250
