"Year","GEO","Industry","Measure","VALUE"
2017,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2017,"British Columbia ","Food manufacturing [311]","Entrants",NA
2017,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2017,"British Columbia ","Food manufacturing [311]","Exits",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",316
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2017,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2017,"British Columbia ","Wholesale trade [41]","Active businesses",6831
2017,"British Columbia ","Wholesale trade [41]","Opening businesses",222
2017,"British Columbia ","Wholesale trade [41]","Continuing businesses",6602
2017,"British Columbia ","Wholesale trade [41]","Closing businesses",215
2017,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2017,"British Columbia ","Wholesale trade [41]","Entrants",NA
2017,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2017,"British Columbia ","Wholesale trade [41]","Exits",NA
2017,"British Columbia ","Retail trade [44-45]","Active businesses",13071
2017,"British Columbia ","Retail trade [44-45]","Opening businesses",391
2017,"British Columbia ","Retail trade [44-45]","Continuing businesses",12662
2017,"British Columbia ","Retail trade [44-45]","Closing businesses",453
2017,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2017,"British Columbia ","Retail trade [44-45]","Entrants",NA
2017,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2017,"British Columbia ","Retail trade [44-45]","Exits",NA
2017,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",5977
2017,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",297
2017,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5663
2017,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",354
2017,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2017,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2017,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2017,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2017,"British Columbia ","Information and cultural industries [51]","Active businesses",1902
2017,"British Columbia ","Information and cultural industries [51]","Opening businesses",103
2017,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1802
2017,"British Columbia ","Information and cultural industries [51]","Closing businesses",94
2017,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2017,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2017,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2017,"British Columbia ","Information and cultural industries [51]","Exits",NA
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4785
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",257
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4511
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",269
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2017,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2017,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7814
2017,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",459
2017,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7361
2017,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",466
2017,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2017,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2017,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2017,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2017,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",17711
2017,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",909
2017,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",16728
2017,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",908
2017,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2017,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2017,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2017,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",6820
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",336
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6481
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",361
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2017,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2017,"British Columbia ","Educational services [61]","Active businesses",1787
2017,"British Columbia ","Educational services [61]","Opening businesses",95
2017,"British Columbia ","Educational services [61]","Continuing businesses",1692
2017,"British Columbia ","Educational services [61]","Closing businesses",85
2017,"British Columbia ","Educational services [61]","Reopening businesses",NA
2017,"British Columbia ","Educational services [61]","Entrants",NA
2017,"British Columbia ","Educational services [61]","Temporary closures",NA
2017,"British Columbia ","Educational services [61]","Exits",NA
2017,"British Columbia ","Health care and social assistance [62]","Active businesses",14728
2017,"British Columbia ","Health care and social assistance [62]","Opening businesses",388
2017,"British Columbia ","Health care and social assistance [62]","Continuing businesses",14318
2017,"British Columbia ","Health care and social assistance [62]","Closing businesses",395
2017,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2017,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2017,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2017,"British Columbia ","Health care and social assistance [62]","Exits",NA
2017,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2453
2017,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",146
2017,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2303
2017,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",135
2017,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2017,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2017,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2017,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2017,"British Columbia ","Accommodation and food services [72]","Active businesses",10002
2017,"British Columbia ","Accommodation and food services [72]","Opening businesses",383
2017,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9641
2017,"British Columbia ","Accommodation and food services [72]","Closing businesses",375
2017,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2017,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2017,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2017,"British Columbia ","Accommodation and food services [72]","Exits",NA
2017,"British Columbia ","Other services (except public administration) [81]","Active businesses",10256
2017,"British Columbia ","Other services (except public administration) [81]","Opening businesses",374
