"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," business enterprise sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario/Quebec"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Quebec"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
